date,NDVI,EVI,NDWI,VV,VH,precipitation,temperature_2m,State,Year
2022-05-01,0.3692856134182078,0.2737106809249341,-0.34509103591956924,-9.81042509744496,-17.312707045295493,12.089184761047363,29.16777445475265,Ebonyi,2022
2022-05-02,0.36928561341820776,0.2737106809249341,-0.34509103591956913,-9.810425097444957,-17.31270704529549,8.059456825256348,27.493903732299827,Ebonyi,2022
2022-05-03,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.81042509744496,-17.312707045295497,8.059456825256348,29.552668507893884,Ebonyi,2022
2022-05-04,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.81042509744496,-17.312707045295497,4.029728412628174,27.648119227091517,Ebonyi,2022
2022-05-05,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.81042509744496,-17.312707045295497,4.029728412628174,28.16247393290206,Ebonyi,2022
2022-05-06,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.81042509744496,-17.312707045295497,21.054731369018555,28.122284189860068,Ebonyi,2022
2022-05-07,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.81042509744496,-17.312707045295497,5.263682842254639,29.019761657714863,Ebonyi,2022
2022-05-08,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.81042509744496,-17.312707045295497,10.527365684509276,28.94534835815432,Ebonyi,2022
2022-05-09,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.817400495493501,-17.321415990962493,0.0,28.32460428873702,Ebonyi,2022
2022-05-10,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.796474301347878,-17.295289153961498,10.527365684509276,26.943263626098656,Ebonyi,2022
2022-05-11,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.736020851593857,-17.219811624847516,7.768614292144775,28.529490407307943,Ebonyi,2022
2022-05-12,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.647665809645675,-17.109498313065544,0.0,28.62340888977053,Ebonyi,2022
2022-05-13,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.566286165746032,-17.007893946950567,11.652921676635742,28.55827420552572,Ebonyi,2022
2022-05-14,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.48490652184639,-16.90628958083559,7.768614292144775,28.63095054626467,Ebonyi,2022
2022-05-15,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.403526877946746,-16.804685214720617,3.884307146072388,27.91619453430178,Ebonyi,2022
2022-05-16,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.322147234047103,-16.703080848605637,5.460183143615723,28.293924585978232,Ebonyi,2022
2022-05-17,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.24076759014746,-16.60147648249066,5.460183143615723,26.59119313557943,Ebonyi,2022
2022-05-18,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.159387946247818,-16.499872116375688,10.920366287231444,27.138017908732134,Ebonyi,2022
2022-05-19,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.078008302348177,-16.398267750260715,10.920366287231444,25.53890317281088,Ebonyi,2022
2022-05-20,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.996628658448534,-16.296663384145738,10.920366287231444,27.94214464823409,Ebonyi,2022
2022-05-21,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.912802095043649,-16.189482772681693,20.236957550048828,27.050396855672204,Ebonyi,2022
2022-05-22,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.838763209659732,-16.104607142613915,0.0,27.28547312418624,Ebonyi,2022
2022-05-23,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.778590201472197,-16.05133023619083,6.745652198791504,26.714530563354515,Ebonyi,2022
2022-05-24,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.728204871305632,-16.020358311164003,0.0,26.963209406534872,Ebonyi,2022
2022-05-25,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.675372621633823,-15.983810140788108,6.745652198791504,26.72515004475912,Ebonyi,2022
2022-05-26,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.622540371962014,-15.947261970412214,7.3034820556640625,26.39863293965658,Ebonyi,2022
2022-05-27,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.569708122290209,-15.910713800036323,21.910444259643555,25.934248860677087,Ebonyi,2022
2022-05-28,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.5168758726184,-15.874165629660432,0.0,27.51799672444662,Ebonyi,2022
2022-05-29,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.46404362294659,-15.837617459284537,0.0,27.60425402323409,Ebonyi,2022
2022-05-30,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.411211373274782,-15.801069288908646,14.606964111328123,27.37606582641604,Ebonyi,2022
2022-05-31,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.358379123602973,-15.764521118532752,29.21392822265625,26.23734817504885,Ebonyi,2022
2022-06-01,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.305546873931165,-15.72797294815686,0.0,27.498237864176478,Ebonyi,2022
2022-06-02,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.239296633509605,-15.682936203025035,0.0,27.40019696553549,Ebonyi,2022
2022-06-03,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.226718356087053,-15.671853756916946,32.765357971191406,28.46393165588381,Ebonyi,2022
2022-06-04,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.29017535957976,-15.70887323442582,16.382678985595703,27.14448699951174,Ebonyi,2022
2022-06-05,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.407304326071472,-15.779847010958438,8.191339492797852,26.15234527587893,Ebonyi,2022
2022-06-06,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.51101530181343,-15.84233221273512,11.417238235473633,27.55255470275881,Ebonyi,2022
2022-06-07,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.614726277555393,-15.904817414511797,22.834476470947266,27.005806859334317,Ebonyi,2022
2022-06-08,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.718437253297353,-15.967302616288476,0.0,26.647802607218463,Ebonyi,2022
2022-06-09,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.822148229039314,-16.02978781806516,0.0,27.131724929809597,Ebonyi,2022
2022-06-10,0.36928561341820787,0.2737106809249341,-0.345091035919569,-8.925859204781275,-16.09227301984184,0.0,26.59916203816732,Ebonyi,2022
2022-06-11,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.029570180523237,-16.15475822161852,7.686925888061523,25.866363779703818,Ebonyi,2022
2022-06-12,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.133281156265197,-16.2172434233952,0.0,27.44636243184408,Ebonyi,2022
2022-06-13,0.36928561341820787,0.2737106809249341,-0.345091035919569,-9.23699213200716,-16.279728625171877,0.0,27.122215525309286,Ebonyi,2022
